SalePrice,Foundation,GrLivArea,MSSubClass,TotalBsmtSF,YrSold,YearBuilt,BedroomAbvGr,OverallQual,OverallCond,Neighborhood,Functional,KitchenAbvGr,TotRmsAbvGrd,GarageCars,Yrowned
149900,CBlock,1078,20,1078.0,2010,1971,3,5,6,NAmes,0,1,6,2.0,39
142000,CBlock,1056,20,1056.0,2010,1968,3,5,6,NAmes,0,1,6,1.0,42
126000,CBlock,882,20,882.0,2010,1970,2,4,5,NAmes,0,1,4,2.0,40
115000,CBlock,864,20,864.0,2010,1971,3,4,5,NAmes,0,1,5,0.0,39
184000,PConc,1337,120,1405.0,2010,1999,2,7,5,NAmes,0,1,5,2.0,11
96000,CBlock,987,160,483.0,2010,1971,2,6,5,BrDale,0,1,5,1.0,39
105500,CBlock,1092,160,525.0,2010,1971,3,5,5,BrDale,0,1,6,1.0,39
88000,CBlock,1092,160,525.0,2010,1971,3,6,5,BrDale,0,1,6,1.0,39
199500,PConc,1324,20,1324.0,2010,2005,3,6,5,Gilbert,0,1,6,2.0,5
184500,PConc,1374,80,384.0,2010,2004,3,7,5,Gilbert,0,1,7,2.0,6
216500,PConc,1960,60,860.0,2010,2002,4,6,5,Gilbert,0,1,8,2.0,8
185088,PConc,1733,60,847.0,2010,2004,3,7,5,Gilbert,0,1,7,2.0,6
180000,PConc,1430,80,384.0,2010,2000,3,7,5,Gilbert,0,1,7,2.0,10
222500,PConc,2035,60,884.0,2010,2001,3,7,5,Gilbert,0,1,8,2.0,9
221500,PConc,1595,20,1595.0,2010,2005,2,8,5,Somerst,0,1,6,3.0,5
204500,PConc,1218,20,1218.0,2010,2009,2,7,5,Somerst,0,1,4,2.0,1
215200,PConc,1547,60,756.0,2010,2009,3,7,5,Somerst,0,1,7,2.0,1
262500,PConc,1566,20,1566.0,2010,2008,3,8,5,Somerst,0,1,7,2.0,2
254900,PConc,1947,60,991.0,2010,2004,3,7,5,Somerst,0,1,8,2.0,6
271500,PConc,1468,20,1468.0,2010,2005,2,6,5,Somerst,0,1,6,2.0,5
260000,PConc,1488,120,1488.0,2010,2004,2,7,5,Somerst,0,1,6,2.0,6
190000,PConc,1680,160,840.0,2010,2004,2,7,5,Somerst,0,1,3,2.0,6
155000,PConc,1200,160,600.0,2010,2004,2,7,5,Somerst,0,1,4,2.0,6
151000,PConc,1200,160,600.0,2010,2004,2,7,5,Somerst,0,1,4,2.0,6
149500,PConc,1200,160,600.0,2010,2004,2,7,5,Somerst,0,1,4,2.0,6
152000,PConc,1236,160,600.0,2010,2005,2,6,5,Somerst,0,1,4,2.0,5
222000,PConc,1478,20,1470.0,2010,2009,2,7,5,Somerst,0,1,7,2.0,1
177500,PConc,1573,160,756.0,2010,2000,3,6,5,Somerst,0,1,5,2.0,10
177000,PConc,1512,160,756.0,2010,2000,2,6,5,Somerst,0,1,5,2.0,10
155000,PConc,1416,160,696.0,2010,1999,3,7,5,Somerst,0,1,6,2.0,11
147110,PConc,1080,160,530.0,2010,2003,2,7,5,Somerst,0,1,4,2.0,7
267916,PConc,1418,20,1642.0,2010,2010,1,8,5,Somerst,0,1,6,3.0,0
254000,PConc,1848,60,975.0,2010,2000,3,8,5,Somerst,0,1,7,2.0,10
230000,PConc,1492,20,1492.0,2010,2002,3,7,5,Somerst,0,1,6,2.0,8
218500,CBlock,1829,20,1829.0,2010,1967,4,6,6,NWAmes,0,1,8,2.0,43
243500,PConc,2495,60,1280.0,2010,1993,4,6,5,NWAmes,0,1,9,2.0,17
205000,PConc,1610,20,1610.0,2010,1977,3,6,7,NWAmes,0,1,6,2.0,33
212500,PConc,1891,50,1224.0,2010,1978,3,6,5,NWAmes,0,1,7,2.0,32
196500,CBlock,1714,60,980.0,2010,1988,3,7,5,NWAmes,0,1,7,2.0,22
197500,CBlock,1381,20,1161.0,2010,1972,3,6,7,NWAmes,0,1,5,2.0,38
171000,CBlock,1645,60,715.0,2010,1971,4,6,6,NWAmes,0,1,7,2.0,39
142250,CBlock,1232,20,1232.0,2010,1966,3,5,5,NAmes,0,1,6,2.0,44
143000,CBlock,1328,20,1328.0,2010,1963,3,6,5,NWAmes,0,1,6,2.0,47
128950,CBlock,1225,20,950.0,2010,1959,3,4,5,NAmes,0,1,6,0.0,51
159000,PConc,1209,20,1209.0,2010,1966,3,5,5,NAmes,0,1,6,2.0,44
178900,CBlock,1510,20,1510.0,2010,1967,3,5,6,NAmes,0,1,6,2.0,43
136300,CBlock,1775,80,533.0,2010,1964,3,6,5,NAmes,0,1,8,2.0,46
180500,PConc,1152,80,1152.0,2010,1964,3,5,7,NAmes,0,1,6,2.0,46
137500,PConc,1054,85,936.0,2010,1963,3,6,7,NAmes,0,1,6,2.0,47
84900,CBlock,1728,90,1728.0,2010,1962,6,5,6,NAmes,0,2,10,0.0,48
142125,CBlock,1078,20,1078.0,2010,1950,2,5,6,NAmes,0,1,5,1.0,60
197600,CBlock,2461,50,1140.0,2010,1952,3,5,7,NAmes,2,1,7,2.0,58
172500,CBlock,1556,50,782.0,2010,1949,3,6,6,NAmes,0,1,6,2.0,61
128000,CBlock,1063,20,1056.0,2010,1954,3,5,5,NAmes,0,1,6,1.0,56
153000,CBlock,1520,80,1156.0,2010,1955,3,6,6,NAmes,0,1,7,1.0,55
132000,PConc,1268,20,1268.0,2010,1954,2,5,6,NAmes,0,1,7,1.0,56
178000,CBlock,1128,85,1080.0,2010,1966,2,6,8,NAmes,0,1,5,1.0,44
154300,CBlock,2274,90,1105.0,2010,1960,5,5,5,NAmes,0,2,12,2.0,50
180000,CBlock,2207,20,1947.0,2010,1970,3,7,5,NAmes,1,1,7,2.0,40
190000,CBlock,1888,20,1517.0,2010,1966,2,6,6,NAmes,3,1,6,2.0,44
135000,CBlock,1604,90,1604.0,2010,1958,4,5,5,NAmes,0,2,8,2.0,52
214000,PConc,1480,20,1480.0,2010,2003,3,7,5,NAmes,0,1,7,2.0,7
136000,CBlock,1143,20,1143.0,2010,1959,3,5,5,NAmes,0,1,6,1.0,51
165500,CBlock,1700,20,1398.0,2010,1959,4,5,5,NAmes,0,1,6,2.0,51
145000,CBlock,1314,20,1314.0,2010,1957,3,5,6,NAmes,0,1,5,1.0,53
148000,CBlock,1194,20,1194.0,2010,1959,3,6,6,NAmes,0,1,6,1.0,51
142000,CBlock,1188,20,1188.0,2010,1959,3,5,5,NAmes,0,1,6,2.0,51
167500,CBlock,1264,20,1268.0,2010,1960,3,5,5,NAmes,0,1,6,2.0,50
108538,CBlock,1206,20,1206.0,2010,1959,3,5,5,NAmes,0,1,6,1.0,51
159500,CBlock,1580,20,1244.0,2010,1959,3,6,5,NAmes,0,1,6,2.0,51
108000,CBlock,1337,50,832.0,2010,1956,3,4,5,NAmes,0,1,5,1.0,54
135000,CBlock,1064,20,864.0,2010,1952,2,5,7,NAmes,0,1,4,1.0,58
122500,CBlock,972,20,972.0,2010,1955,3,5,6,NAmes,0,1,5,1.0,55
119000,CBlock,988,190,988.0,2010,1958,2,5,5,NAmes,0,1,5,1.0,52
109000,CBlock,1057,20,1057.0,2010,1953,3,5,7,NAmes,0,1,5,1.0,57
105000,BrkTil,985,30,576.0,2010,1920,2,4,7,NAmes,0,1,4,2.0,90
107500,Slab,827,20,0.0,2010,1955,2,5,7,NAmes,3,1,5,1.0,55
144900,CBlock,1086,20,1086.0,2010,1954,3,5,7,NAmes,0,1,6,2.0,56
129000,CBlock,936,20,936.0,2010,1956,2,5,7,NAmes,0,1,4,1.0,54
97500,CBlock,1458,50,912.0,2010,1948,3,6,5,NAmes,0,1,6,1.0,62
144000,CBlock,1056,90,1056.0,2010,1980,0,6,5,OldTown,0,2,4,2.0,30
162000,CBlock,1287,20,1063.0,2010,1959,3,5,7,NAmes,0,1,7,2.0,51
242000,CBlock,2978,80,710.0,2010,1967,5,7,7,NAmes,0,1,11,2.0,43
132000,CBlock,1224,50,816.0,2010,1948,3,6,8,NAmes,0,1,5,1.0,62
154000,CBlock,1246,20,1246.0,2010,1959,3,5,7,NAmes,0,1,6,1.0,51
166000,CBlock,1385,50,910.0,2010,1952,4,5,4,NAmes,0,1,6,2.0,58
134800,CBlock,900,20,900.0,2010,1951,3,5,7,NAmes,0,1,5,2.0,59
160000,CBlock,1116,20,1116.0,2010,1962,3,6,6,NAmes,0,1,5,2.0,48
148000,CBlock,1175,20,1175.0,2010,1960,3,5,6,NAmes,0,1,6,2.0,50
192000,CBlock,1395,20,1395.0,2010,1963,2,6,7,NAmes,1,1,7,2.0,47
155000,CBlock,1839,60,756.0,2010,1966,4,6,5,NAmes,0,1,7,2.0,44
80400,PConc,1844,50,709.0,2010,1900,3,4,5,OldTown,2,1,9,1.0,110
96500,BrkTil,1140,50,576.0,2010,1910,3,4,7,OldTown,2,1,7,0.0,100
109500,PConc,936,30,936.0,2010,1920,2,5,7,OldTown,0,1,5,0.0,90
115000,CBlock,1028,30,1008.0,2010,1927,2,5,6,OldTown,0,1,5,2.0,83
143000,CBlock,1347,20,1347.0,2010,1957,3,5,7,OldTown,0,1,6,2.0,53
107400,CBlock,1605,50,840.0,2010,1915,3,3,6,OldTown,0,2,8,1.0,95
80000,CBlock,747,30,747.0,2010,1945,2,4,6,OldTown,0,1,4,1.0,65
119000,CBlock,804,30,788.0,2010,1940,2,5,7,OldTown,0,1,4,1.0,70
130000,BrkTil,1316,50,926.0,2010,1929,3,5,7,OldTown,0,1,6,2.0,81
119000,PConc,1251,45,827.0,2010,1938,3,6,7,OldTown,0,1,6,1.0,72
129000,BrkTil,1633,50,1027.0,2010,1948,3,5,7,OldTown,0,1,7,1.0,62
100000,BrkTil,1245,50,1008.0,2010,1920,3,5,6,OldTown,0,1,6,1.0,90
12789,BrkTil,832,30,678.0,2010,1923,2,2,2,OldTown,0,1,5,2.0,87
105900,BrkTil,720,30,624.0,2010,1928,2,6,8,OldTown,0,1,5,2.0,82
150000,BrkTil,1566,70,930.0,2010,1900,3,8,9,OldTown,0,1,7,1.0,110
139000,PConc,1652,50,686.0,2010,1915,4,5,6,OldTown,0,1,7,1.0,95
240000,Stone,2268,70,346.0,2010,1890,3,8,9,OldTown,0,1,7,2.0,120
76500,BrkTil,2256,190,840.0,2010,1910,4,5,3,OldTown,0,2,12,0.0,100
149700,CBlock,1236,20,912.0,2010,1957,2,6,7,OldTown,0,1,6,2.0,53
125500,CBlock,1363,70,622.0,2010,1910,3,4,7,OldTown,0,1,6,2.0,100
122500,PConc,2290,190,777.0,2010,1885,4,4,6,OldTown,0,2,11,2.0,125
140750,CBlock,1470,70,738.0,2010,1922,2,6,7,OldTown,1,1,6,2.0,88
109500,BrkTil,1068,30,1124.0,2010,1923,2,6,5,OldTown,0,1,5,1.0,87
140000,BrkTil,1710,70,576.0,2010,1921,3,7,6,OldTown,0,1,9,2.0,89
149500,CBlock,1962,50,888.0,2010,1915,4,4,5,OldTown,0,1,9,2.0,95
159900,PConc,1560,70,780.0,2010,1912,3,6,8,OldTown,0,1,7,0.0,98
122000,BrkTil,1324,70,662.0,2010,1920,3,6,8,OldTown,0,1,6,1.0,90
140000,BrkTil,1812,190,360.0,2010,1900,4,5,9,OldTown,0,2,8,2.0,110
244400,CBlock,2403,70,1032.0,2010,1940,4,7,7,ClearCr,0,1,10,1.0,70
173000,CBlock,1675,20,1422.0,2010,1959,3,5,5,ClearCr,0,1,8,1.0,51
107500,BrkTil,1224,50,689.0,2010,1917,3,5,3,ClearCr,3,1,6,1.0,93
328000,PConc,2260,60,1306.0,2010,1996,3,7,5,ClearCr,0,1,7,2.0,14
270000,CBlock,1483,20,1420.0,2010,1977,1,7,7,ClearCr,0,1,4,2.0,33
260000,PConc,1524,40,1332.0,2010,1979,0,7,6,ClearCr,0,1,4,2.0,31
230000,PConc,1981,60,1117.0,2010,1978,4,6,5,ClearCr,0,1,8,2.0,32
155000,CBlock,1052,80,1010.0,2010,1971,3,6,7,ClearCr,0,1,6,2.0,39
257500,BrkTil,2133,50,1528.0,2010,1941,4,7,6,Crawfor,0,1,8,1.0,69
215000,CBlock,2177,90,1032.0,2010,1950,5,5,6,Crawfor,0,2,11,2.0,60
266500,Stone,2340,70,1152.0,2010,1941,4,7,9,Crawfor,0,1,9,1.0,69
335000,PConc,1902,20,1902.0,2010,1959,3,7,8,Crawfor,0,1,7,2.0,51
203135,PConc,1652,80,423.0,2010,1994,3,7,6,Crawfor,0,1,6,2.0,16
185000,CBlock,1034,120,982.0,2010,1989,1,8,6,Blueste,0,1,4,2.0,21
162500,CBlock,1191,120,1191.0,2010,1989,2,8,5,Blueste,0,1,5,2.0,21
289000,CBlock,1801,20,1501.0,2010,1959,1,7,8,Crawfor,0,1,6,2.0,51
246000,PConc,1646,120,1594.0,2010,2004,2,8,5,Crawfor,0,1,5,2.0,6
254900,PConc,1916,60,1049.0,2010,1998,3,8,5,Mitchel,0,1,8,3.0,12
190000,CBlock,1285,80,1243.0,2010,1977,3,6,7,Mitchel,0,1,6,2.0,33
201000,PConc,1560,20,1560.0,2010,2003,3,7,5,Mitchel,0,1,7,2.0,7
169900,CBlock,1034,80,1012.0,2010,1976,3,6,5,Mitchel,0,1,6,3.0,34
170000,CBlock,2048,90,1958.0,2010,1976,5,6,5,Mitchel,0,2,9,2.0,34
160000,CBlock,1687,20,747.0,2010,1948,3,5,5,Timber,1,1,7,2.0,62
220000,PConc,1346,20,1336.0,2010,2008,3,7,5,Timber,0,1,6,3.0,2
179781,PConc,1214,20,1214.0,2010,2009,2,7,5,Timber,0,1,6,2.0,1
174000,PConc,1444,60,384.0,2010,2006,3,5,5,Timber,0,1,7,2.0,4
269500,PConc,1968,60,774.0,2010,2009,4,8,5,Timber,0,1,8,3.0,1
214900,PConc,1894,60,817.0,2010,2002,4,7,5,Timber,0,1,8,2.0,8
202900,PConc,1908,60,967.0,2010,2002,4,8,5,Timber,0,1,9,2.0,8
378500,PConc,2018,20,2002.0,2010,2008,3,9,5,Timber,0,1,10,3.0,2
169000,CBlock,1264,20,1068.0,2010,1965,2,5,5,Mitchel,0,1,7,2.0,45
173500,PConc,1430,20,1430.0,2010,2004,3,5,5,Mitchel,0,1,7,2.0,6
139000,CBlock,1824,90,912.0,2010,1971,4,6,5,Mitchel,0,2,8,0.0,39
166500,PConc,1344,20,1344.0,2010,1999,3,5,5,Mitchel,0,1,7,2.0,11
130000,CBlock,874,20,864.0,2010,1971,3,5,7,Mitchel,0,1,5,1.0,39
157900,CBlock,1188,20,1188.0,2010,1962,3,5,7,Mitchel,0,1,6,1.0,48
149900,CBlock,833,20,833.0,2010,1984,2,5,7,Mitchel,0,1,5,2.0,26
159000,PConc,2432,90,1216.0,2010,1985,4,5,2,Mitchel,0,2,10,2.0,25
136000,PConc,1274,60,624.0,2010,1991,3,5,5,Mitchel,0,1,6,2.0,19
161000,CBlock,1479,50,864.0,2010,1969,5,5,5,Mitchel,0,1,8,1.0,41
285000,PConc,1803,20,1679.0,2010,1994,3,8,5,Mitchel,0,1,6,2.0,16
231000,PConc,1797,60,1152.0,2010,1993,3,6,5,Mitchel,0,1,7,2.0,17
124500,CBlock,882,20,882.0,2009,1956,2,6,5,NAmes,0,1,5,1.0,53
157000,CBlock,1434,20,1434.0,2009,1974,4,6,5,NAmes,0,1,7,2.0,35
345000,CBlock,2704,80,1952.0,2009,1972,4,8,7,NAmes,0,1,9,2.0,37
189500,PConc,1608,60,945.0,2009,1997,3,6,5,Gilbert,0,1,7,2.0,12
270000,PConc,2283,60,1008.0,2009,2003,4,8,5,Gilbert,0,1,9,3.0,6
189000,PConc,1628,80,384.0,2009,1996,3,7,5,Gilbert,0,1,7,2.0,13
377500,PConc,1746,20,1746.0,2009,2006,3,9,5,Gilbert,0,1,7,3.0,3
168500,PConc,1474,80,384.0,2009,1995,3,7,5,Gilbert,0,1,7,2.0,14
375000,PConc,2522,120,2208.0,2009,2004,1,8,5,StoneBr,0,1,8,2.0,5
278000,PConc,1659,120,1501.0,2009,2000,2,8,5,StoneBr,0,1,5,2.0,9
240000,PConc,1478,120,1418.0,2009,1998,2,8,5,StoneBr,0,1,5,2.0,11
239500,PConc,1734,120,1587.0,2009,1995,2,8,5,StoneBr,0,1,6,2.0,14
177500,PConc,1382,80,384.0,2009,1998,3,7,5,Gilbert,0,1,7,2.0,11
185000,PConc,1718,60,832.0,2009,1998,3,7,5,Gilbert,0,1,7,2.0,11
191000,PConc,1636,60,952.0,2009,1998,3,6,5,Gilbert,0,1,7,2.0,11
178000,PConc,1571,60,799.0,2009,1993,3,6,7,Gilbert,0,1,7,2.0,16
185000,PConc,1470,60,680.0,2009,1993,3,6,8,Gilbert,0,1,6,2.0,16
181316,PConc,1516,60,707.0,2009,1994,3,6,5,Gilbert,0,1,7,2.0,15
166000,PConc,1190,20,1181.0,2009,1993,3,6,5,Gilbert,0,1,6,2.0,16
178000,PConc,1593,60,808.0,2009,1992,3,6,5,Gilbert,0,1,7,2.0,17
174000,PConc,1481,60,702.0,2009,1994,3,6,5,Gilbert,0,1,6,2.0,15
173000,PConc,1167,20,1158.0,2009,1992,3,6,6,Gilbert,0,1,6,2.0,17
225000,PConc,1983,60,978.0,2009,1999,3,7,5,Gilbert,0,1,9,2.0,10
180500,PConc,1442,20,1424.0,2009,1990,3,7,5,Gilbert,0,1,5,2.0,19
187500,CBlock,1360,120,1220.0,2009,1984,1,8,5,StoneBr,0,1,4,2.0,25
501837,PConc,2234,20,2216.0,2009,2008,1,9,5,StoneBr,0,1,9,3.0,1
372500,PConc,2046,20,2046.0,2009,2008,3,8,5,StoneBr,0,1,7,3.0,1
260000,PConc,1530,20,1530.0,2009,2005,3,7,5,StoneBr,0,1,7,2.0,4
185000,PConc,1934,60,1122.0,2009,1977,3,5,6,Gilbert,0,1,6,2.0,32
260000,CBlock,2353,60,845.0,2009,1980,4,7,7,NWAmes,0,1,10,2.0,29
181000,CBlock,1586,20,1362.0,2009,1979,3,6,5,NWAmes,0,1,7,2.0,30
82500,CBlock,1411,20,1386.0,2009,1977,3,7,5,NWAmes,0,1,6,2.0,32
215000,CBlock,1602,20,1602.0,2009,1977,3,6,7,NWAmes,0,1,8,2.0,32
154000,CBlock,2050,60,832.0,2009,1978,4,7,6,NWAmes,0,1,8,2.0,31
200000,PConc,1671,20,1427.0,2009,1978,3,6,6,NWAmes,0,1,7,2.0,31
249000,CBlock,2673,60,1043.0,2009,1980,4,7,7,NWAmes,0,1,9,2.0,29
187500,CBlock,1472,80,1372.0,2009,1980,3,7,5,NWAmes,0,1,6,2.0,29
184000,PConc,1707,20,1140.0,2009,1978,3,6,5,NWAmes,0,1,7,2.0,31
278000,PConc,2524,20,2524.0,2009,1981,4,8,5,NWAmes,0,1,9,2.0,28
157000,CBlock,1601,20,1271.0,2009,1978,3,7,5,NWAmes,0,1,7,2.0,31
152000,CBlock,1370,20,1090.0,2009,1976,3,7,5,NWAmes,0,1,6,2.0,33
197500,CBlock,1868,60,780.0,2009,1976,4,5,7,NWAmes,0,1,9,2.0,33
240900,PConc,1884,60,926.0,2009,2003,3,7,5,Somerst,0,1,7,2.0,6
263435,PConc,1935,60,832.0,2009,2009,3,8,5,Somerst,0,1,8,2.0,0
220000,PConc,1874,60,1058.0,2009,2000,3,8,5,Somerst,0,1,7,2.0,9
235000,PConc,1811,60,972.0,2009,2002,3,8,5,Somerst,0,1,7,2.0,7
213000,CBlock,1621,20,1621.0,2009,1975,3,5,7,NWAmes,0,1,7,2.0,34
167900,CBlock,1116,20,1116.0,2009,1974,3,6,6,NWAmes,0,1,6,2.0,35
158000,CBlock,1193,20,1176.0,2009,1975,3,7,5,NWAmes,0,1,5,2.0,34
165000,CBlock,1350,20,1064.0,2009,1974,3,6,5,NWAmes,0,1,7,2.0,35
158000,CBlock,2119,80,689.0,2009,1972,3,6,6,NWAmes,0,1,7,2.0,37
136000,CBlock,1792,90,896.0,2009,1974,4,5,5,NAmes,0,2,8,0.0,35
148500,CBlock,1002,20,1002.0,2009,1970,3,5,6,NAmes,0,1,5,2.0,39
156000,CBlock,1026,20,1026.0,2009,1969,3,6,8,NAmes,0,1,5,2.0,40
128000,CBlock,1180,20,1180.0,2009,1970,2,5,5,NAmes,0,1,6,2.0,39
143000,CBlock,1050,20,1043.0,2009,1971,3,5,7,NAmes,0,1,6,1.0,38
76500,CBlock,864,20,864.0,2009,1970,3,4,6,NAmes,0,1,5,2.0,39
120500,CBlock,864,20,864.0,2009,1970,3,4,6,NAmes,0,1,5,2.0,39
124500,CBlock,864,20,864.0,2009,1970,3,4,7,NAmes,0,1,5,2.0,39
97000,CBlock,864,20,864.0,2009,1971,2,4,6,NAmes,0,1,4,2.0,38
130000,CBlock,864,20,864.0,2009,1971,3,4,7,NAmes,0,1,5,2.0,38
111000,CBlock,987,160,483.0,2009,1973,2,6,5,BrDale,0,1,5,1.0,36
125000,CBlock,1365,160,765.0,2009,1970,3,5,6,BrDale,1,1,7,2.0,39
112000,CBlock,1302,160,630.0,2009,1971,3,5,5,BrDale,0,1,6,1.0,38
97000,CBlock,987,160,483.0,2009,1972,2,6,6,BrDale,0,1,5,1.0,37
118000,CBlock,987,160,483.0,2009,1972,2,6,8,BrDale,0,1,5,1.0,37
119500,CBlock,1302,160,630.0,2009,1972,3,5,7,BrDale,0,1,6,1.0,37
100000,CBlock,892,20,892.0,2009,1967,3,5,5,NAmes,0,1,5,1.0,42
148800,PConc,1120,20,864.0,2009,1966,3,5,7,NAmes,0,1,5,2.0,43
184000,PConc,1456,60,728.0,2009,2005,3,7,5,Gilbert,0,1,8,2.0,4
167800,PConc,1490,60,745.0,2009,2005,3,6,5,Gilbert,0,1,7,2.0,4
174000,PConc,1484,60,742.0,2009,2005,3,6,5,Gilbert,0,1,8,2.0,4
174000,PConc,1560,60,684.0,2009,2005,3,6,5,Gilbert,0,1,6,2.0,4
188500,PConc,1432,60,716.0,2009,2004,3,7,5,Gilbert,0,1,6,2.0,5
200000,PConc,2267,60,1010.0,2009,2002,4,6,5,Gilbert,0,1,8,2.0,7
170000,PConc,1374,80,384.0,2009,2004,3,7,5,Gilbert,0,1,6,2.0,5
189500,PConc,1630,60,868.0,2009,2004,3,7,5,Gilbert,0,1,7,2.0,5
184100,PConc,1419,80,408.0,2009,2002,3,8,5,Gilbert,0,1,7,2.0,7
195500,PConc,1594,60,846.0,2009,2004,3,7,5,Gilbert,0,1,7,2.0,5
192000,PConc,1489,60,782.0,2009,2003,3,7,5,Gilbert,0,1,8,2.0,6
178000,PConc,1342,60,698.0,2009,2003,3,7,5,Gilbert,0,1,7,2.0,6
236000,PConc,2256,60,952.0,2009,2000,4,7,5,Gilbert,0,1,8,2.0,9
257500,PConc,2004,60,870.0,2009,2002,4,8,5,Gilbert,0,1,8,3.0,7
244000,PConc,2054,60,992.0,2009,2000,3,6,5,Gilbert,0,1,7,2.0,9
167000,PConc,1374,80,384.0,2009,2004,3,7,5,Gilbert,0,1,7,2.0,5
179000,PConc,1800,60,982.0,2009,2000,3,6,5,Gilbert,0,1,7,2.0,9
190000,PConc,1514,60,794.0,2009,2000,3,6,5,Gilbert,0,1,7,2.0,9
156000,PConc,1430,80,384.0,2009,1999,3,7,5,Gilbert,0,1,7,2.0,10
245000,PConc,2312,60,1177.0,2009,1999,4,7,5,Gilbert,0,1,8,3.0,10
181000,PConc,1675,60,841.0,2009,1999,3,6,5,Gilbert,0,1,7,2.0,10
214000,PConc,2060,60,992.0,2009,1999,3,7,5,Gilbert,0,1,8,2.0,10
168000,PConc,1430,80,384.0,2009,1999,3,7,6,Gilbert,0,1,7,2.0,10
244600,PConc,1468,20,1468.0,2009,2008,3,8,5,Somerst,0,1,6,3.0,1
275000,PConc,1696,20,1696.0,2009,2008,3,8,5,Somerst,0,1,7,3.0,1
257500,PConc,1658,20,1614.0,2009,2008,3,8,5,Somerst,0,1,7,3.0,1
287090,PConc,1578,20,1573.0,2009,2008,3,8,5,Somerst,0,1,7,3.0,1
275500,PConc,1702,20,1702.0,2009,2007,3,8,5,Somerst,0,1,7,3.0,2
245000,PConc,1432,20,1422.0,2009,2006,3,8,5,Somerst,0,1,7,2.0,3
253000,PConc,1971,60,1113.0,2009,2005,3,7,5,Somerst,0,1,8,2.0,4
468000,PConc,2490,20,2458.0,2009,2005,2,9,5,Somerst,0,1,9,3.0,4
252678,PConc,1852,60,900.0,2009,2009,3,7,5,Somerst,0,1,7,2.0,0
210000,PConc,1590,60,768.0,2009,2008,3,8,5,Somerst,0,1,6,2.0,1
208300,PConc,1218,20,1218.0,2009,2009,2,6,5,Somerst,0,1,4,2.0,0
225000,PConc,1436,20,1436.0,2009,2008,3,7,5,Somerst,0,1,6,2.0,1
229456,PConc,1314,20,1300.0,2009,2009,3,8,5,Somerst,0,1,6,2.0,0
229800,PConc,1402,20,1402.0,2009,2008,3,7,5,Somerst,0,1,7,2.0,1
250000,PConc,1530,20,1530.0,2009,2007,3,9,5,Somerst,0,1,7,3.0,2
370878,PConc,1766,20,1766.0,2009,2009,2,9,5,Somerst,0,1,7,3.0,0
238500,PConc,1448,20,1372.0,2009,2006,2,8,5,Somerst,0,1,6,2.0,3
310000,PConc,2007,60,1017.0,2009,2008,3,10,5,Somerst,0,1,10,3.0,1
270000,PConc,1795,60,900.0,2009,2006,3,8,5,Somerst,0,1,8,3.0,3
252000,PConc,1953,60,1082.0,2009,2005,3,8,5,Somerst,0,1,9,3.0,4
