SalePrice,Foundation,GrLivArea,MSSubClass,TotalBsmtSF,YrSold,YearBuilt,BedroomAbvGr,OverallQual,OverallCond,Neighborhood,Functional,KitchenAbvGr,TotRmsAbvGrd,GarageCars,Yrowned
178000,CBlock,1732,60,741.0,2010,1985,3,6,5,SawyerW,0,1,7,2.0,25
270000,CBlock,1433,20,1433.0,2010,1987,1,7,5,SawyerW,0,1,4,2.0,23
218000,PConc,1802,60,946.0,2010,1993,3,6,7,SawyerW,0,1,8,4.0,17
236000,PConc,1949,60,1050.0,2010,1993,3,7,5,SawyerW,0,1,8,2.0,17
147000,PConc,996,85,936.0,2010,1992,2,6,6,SawyerW,0,1,5,2.0,18
245350,PConc,1694,20,1694.0,2010,2008,3,8,5,CollgCr,0,1,7,3.0,2
206000,PConc,1208,20,1187.0,2010,2006,2,7,5,CollgCr,0,1,6,2.0,4
198900,PConc,1226,20,1226.0,2010,2009,3,7,5,CollgCr,0,1,6,3.0,1
187000,PConc,1222,20,1222.0,2010,2010,2,7,5,CollgCr,0,1,6,2.0,0
320000,PConc,3222,60,1673.0,2010,1990,5,7,5,SawyerW,0,1,11,3.0,20
138500,PConc,1445,50,676.0,2010,1900,3,6,8,SawyerW,0,1,6,2.0,110
159000,PConc,965,85,870.0,2010,1996,2,5,5,CollgCr,0,1,4,2.0,14
191000,PConc,1692,60,878.0,2010,1997,3,7,5,CollgCr,0,1,8,2.0,13
200500,PConc,1682,60,804.0,2010,1998,3,6,5,CollgCr,0,1,7,2.0,12
150000,CBlock,1026,20,1026.0,2010,1977,3,5,8,CollgCr,0,1,5,1.0,33
161750,CBlock,1392,60,689.0,2010,1977,3,6,7,CollgCr,0,1,6,1.0,33
128200,CBlock,894,20,894.0,2010,1976,3,5,6,CollgCr,0,1,5,1.0,34
127000,CBlock,876,20,876.0,2010,1972,3,5,6,CollgCr,0,1,5,2.0,38
318000,PConc,1978,20,1978.0,2010,2003,3,8,5,CollgCr,0,1,8,3.0,7
272000,PConc,1601,20,1581.0,2010,2001,3,8,5,CollgCr,0,1,6,2.0,9
237000,PConc,1829,60,941.0,2010,2003,3,7,6,CollgCr,0,1,7,2.0,7
240000,PConc,2098,60,1040.0,2010,1997,4,7,5,CollgCr,0,1,9,2.0,13
224900,PConc,1661,20,1649.0,2010,1998,3,7,5,CollgCr,0,1,6,2.0,12
143750,PConc,848,120,848.0,2010,2003,1,6,5,CollgCr,0,1,4,2.0,7
143000,PConc,848,120,848.0,2010,2004,1,6,5,CollgCr,0,1,3,2.0,6
232000,PConc,1668,20,1657.0,2010,2003,3,8,5,CollgCr,0,1,8,2.0,7
213000,PConc,1484,20,1473.0,2010,2004,3,7,5,CollgCr,0,1,7,2.0,6
185500,PConc,1414,20,1414.0,2010,2004,3,7,5,CollgCr,0,1,6,2.0,6
84900,CBlock,640,30,0.0,2010,1945,2,3,6,Edwards,1,1,5,1.0,65
155891,CBlock,992,20,381.0,2010,1954,3,5,6,Edwards,0,1,6,1.0,56
100000,CBlock,1664,90,0.0,2010,1965,4,5,5,Edwards,0,2,8,0.0,45
144000,CBlock,1196,20,1196.0,2010,1968,3,5,6,Edwards,0,1,6,1.0,42
64000,CBlock,1120,50,744.0,2010,1948,2,4,5,Edwards,0,1,5,2.0,62
125200,CBlock,1096,80,1008.0,2010,1975,3,6,6,Edwards,0,1,5,1.0,35
107000,CBlock,1117,80,1029.0,2010,1976,3,6,5,Edwards,0,1,6,2.0,34
90000,CBlock,960,20,960.0,2010,1958,3,4,5,Edwards,0,1,5,0.0,52
140000,PConc,1121,20,1121.0,2010,2003,2,4,5,Edwards,0,1,5,2.0,7
113000,CBlock,1487,50,735.0,2010,1945,3,6,4,Edwards,0,1,7,1.0,65
80000,BrkTil,924,190,672.0,2010,1941,2,4,4,Edwards,0,1,5,1.0,69
144500,CBlock,1526,20,1216.0,2010,1957,4,5,6,Edwards,2,1,7,1.0,53
104000,BrkTil,1296,30,1107.0,2010,1924,2,5,6,SWISU,0,1,5,1.0,86
128000,PConc,1647,70,806.0,2010,1915,4,6,4,SWISU,0,1,6,1.0,95
58500,BrkTil,864,30,864.0,2010,1914,2,3,3,Edwards,0,1,5,1.0,96
127000,BrkTil,1691,50,1026.0,2010,1924,3,5,6,SWISU,0,1,6,1.0,86
126000,CBlock,856,30,856.0,2010,1939,2,6,6,SWISU,0,1,4,2.0,71
160000,Slab,2650,90,0.0,2010,1967,6,4,6,SWISU,2,2,10,0.0,43
100000,PConc,1666,50,894.0,2010,1931,3,5,2,SWISU,0,1,7,0.0,79
169000,PConc,2447,50,804.0,2010,1919,4,6,7,SWISU,2,1,10,1.0,91
125500,BrkTil,1154,50,796.0,2010,1922,3,4,8,IDOTRR,0,1,7,1.0,88
82000,BrkTil,540,30,480.0,2010,1941,1,2,5,IDOTRR,0,1,4,1.0,69
110000,BrkTil,1107,50,629.0,2010,1921,2,6,5,IDOTRR,0,1,5,1.0,89
68400,CBlock,1128,50,698.0,2010,1920,2,4,4,IDOTRR,0,1,6,2.0,90
102776,Stone,1178,50,859.0,2010,1900,2,4,7,IDOTRR,0,1,7,1.0,110
55993,CBlock,1044,20,540.0,2010,1952,2,5,5,IDOTRR,0,1,4,2.0,58
50138,CBlock,952,30,756.0,2010,1896,3,4,7,IDOTRR,0,1,5,1.0,114
83500,CBlock,1092,160,546.0,2010,1973,3,4,5,MeadowV,0,1,6,1.0,37
119500,CBlock,945,120,945.0,2010,1973,2,5,6,MeadowV,0,1,5,1.0,37
85000,CBlock,1112,160,536.0,2010,1976,3,5,3,MeadowV,0,1,4,1.0,34
76000,CBlock,1092,160,546.0,2010,1970,3,4,7,MeadowV,0,1,5,0.0,40
75500,CBlock,630,180,630.0,2010,1972,1,4,6,MeadowV,0,1,3,0.0,38
88250,CBlock,1092,160,546.0,2010,1970,3,4,4,MeadowV,0,1,5,0.0,40
85500,CBlock,1092,160,546.0,2010,1972,3,4,6,MeadowV,0,1,5,1.0,38
143750,CBlock,958,120,958.0,2009,1976,2,6,6,NPkVill,0,1,5,2.0,33
146000,CBlock,1548,160,804.0,2009,1976,3,6,5,NPkVill,0,1,7,2.0,33
148500,CBlock,1456,160,855.0,2009,1976,3,6,6,NPkVill,0,1,7,2.0,33
123000,CBlock,1055,120,1057.0,2009,1975,2,7,5,NPkVill,0,1,4,2.0,34
147000,CBlock,1322,160,855.0,2009,1974,3,6,5,NPkVill,0,1,6,2.0,35
137900,CBlock,1456,160,855.0,2009,1977,3,6,5,NPkVill,0,1,6,2.0,32
147000,CBlock,1548,160,804.0,2009,1978,3,6,5,NPkVill,0,1,7,2.0,31
148500,CBlock,1441,160,855.0,2009,1978,3,6,6,NPkVill,0,1,7,2.0,31
138000,CBlock,1456,160,855.0,2009,1978,3,6,5,NPkVill,0,1,6,2.0,31
128500,CBlock,836,120,836.0,2009,1976,2,7,6,NPkVill,0,1,5,1.0,33
337500,PConc,1718,20,1700.0,2009,2006,3,10,5,NridgHt,0,1,7,3.0,3
462000,PConc,2772,60,1776.0,2009,2007,4,9,5,NridgHt,0,1,10,3.0,2
485000,PConc,3140,60,1926.0,2009,2008,4,9,5,NridgHt,0,1,11,3.0,1
555000,PConc,2402,20,3094.0,2009,2008,2,10,5,NridgHt,0,1,10,3.0,1
325000,PConc,1652,20,1652.0,2009,2006,2,9,5,NridgHt,0,1,6,2.0,3
256300,PConc,1600,20,1566.0,2009,2007,3,8,5,NridgHt,0,1,7,3.0,2
253293,PConc,2042,20,2042.0,2009,2008,3,8,5,NridgHt,0,1,8,3.0,1
398800,PConc,2690,60,1365.0,2009,2009,3,9,5,NridgHt,0,1,8,3.0,0
335000,PConc,2184,60,1104.0,2009,2008,3,9,5,NridgHt,0,1,10,3.0,1
404000,PConc,2020,20,2020.0,2009,2008,3,9,5,NridgHt,0,1,7,3.0,1
402861,CBlock,2020,20,2006.0,2009,2009,3,10,5,NridgHt,0,1,9,3.0,0
451950,PConc,2296,60,1722.0,2009,2008,3,10,5,NridgHt,0,1,10,3.0,1
610000,PConc,2674,20,2630.0,2009,2007,2,10,5,NridgHt,0,1,8,3.0,2
582933,PConc,2822,60,1734.0,2009,2008,4,9,5,NridgHt,0,1,12,3.0,1
360000,PConc,1736,20,1736.0,2009,2008,3,9,5,NridgHt,0,1,7,3.0,1
296000,PConc,1782,20,1782.0,2009,2004,3,8,5,NridgHt,0,1,7,3.0,5
409900,PConc,2520,60,1508.0,2009,2007,5,8,5,NridgHt,0,1,10,3.0,2
255500,PConc,1717,20,1709.0,2009,2006,3,8,5,NridgHt,0,1,7,3.0,3
335000,PConc,1743,20,1739.0,2009,2008,3,9,5,NridgHt,0,1,8,3.0,1
274900,PConc,1713,20,1713.0,2009,2004,3,8,5,NridgHt,0,1,7,3.0,5
300000,PConc,1531,20,1504.0,2009,2006,2,9,5,NridgHt,0,1,6,3.0,3
324000,PConc,1808,20,1774.0,2009,2008,3,9,5,NridgHt,0,1,7,3.0,1
350000,PConc,2224,60,1462.0,2009,2004,4,9,5,NridgHt,0,1,10,3.0,5
280000,PConc,1836,20,1836.0,2009,2004,3,8,5,NridgHt,0,1,7,3.0,5
284000,PConc,1629,20,3206.0,2009,2003,3,8,5,NridgHt,0,1,7,3.0,6
269500,PConc,1760,20,1760.0,2009,2003,3,7,5,NridgHt,0,1,8,2.0,6
233170,PConc,1502,20,1502.0,2009,2009,3,7,5,NridgHt,0,1,7,2.0,0
386250,PConc,2392,20,2392.0,2009,2003,3,10,5,NridgHt,0,1,8,3.0,6
445000,PConc,2452,20,2452.0,2009,2003,3,9,5,NridgHt,0,1,10,3.0,6
290000,PConc,2400,60,1082.0,2009,2003,4,8,5,NridgHt,0,1,10,3.0,6
255900,PConc,1606,20,1598.0,2009,2006,3,8,5,NridgHt,0,1,6,3.0,3
213000,PConc,1358,120,1358.0,2009,2005,2,6,5,NridgHt,0,1,6,2.0,4
196000,PConc,1306,120,1306.0,2009,2005,1,6,5,NridgHt,0,1,5,2.0,4
184500,PConc,1306,120,1306.0,2009,2005,1,6,5,NridgHt,0,1,5,2.0,4
212500,PConc,1358,120,1350.0,2009,2007,2,7,5,NridgHt,0,1,6,2.0,2
230000,PConc,1314,120,1314.0,2009,2007,2,7,5,NridgHt,0,1,6,2.0,2
552000,PConc,2492,20,2492.0,2009,2004,2,10,5,NridgHt,0,1,8,3.0,5
382500,PConc,2200,20,2200.0,2009,2003,3,8,5,NridgHt,0,1,8,3.0,6
320000,PConc,1884,120,1884.0,2009,2008,2,9,5,NridgHt,0,1,6,2.0,1
248500,PConc,1456,120,1451.0,2009,2008,2,9,5,NridgHt,0,1,6,2.0,1
286500,PConc,1712,20,1712.0,2009,2002,3,8,5,NridgHt,0,1,8,3.0,7
254000,PConc,1324,120,1324.0,2009,2006,2,8,5,NridgHt,0,1,6,2.0,3
173000,PConc,1405,120,1405.0,2009,2003,2,7,5,NridgHt,0,1,6,2.0,6
173000,PConc,1626,160,764.0,2009,2003,2,7,5,NridgHt,0,1,6,2.0,6
174000,PConc,1555,120,1373.0,2009,2007,2,7,5,Blmngtn,0,1,7,3.0,2
175900,PConc,1569,120,1386.0,2009,2007,1,7,5,Blmngtn,0,1,7,3.0,2
192500,PConc,1555,120,1373.0,2009,2005,2,7,5,Blmngtn,0,1,7,2.0,4
181000,PConc,1504,120,1346.0,2009,2005,1,7,5,Blmngtn,0,1,7,2.0,4
180000,PConc,1220,120,1220.0,2009,2005,2,7,5,Blmngtn,0,1,5,2.0,4
160200,PConc,1145,120,1145.0,2009,2005,2,7,5,Blmngtn,0,1,5,2.0,4
207500,PConc,1314,120,1314.0,2009,2007,2,7,5,NridgHt,0,1,6,2.0,2
337000,PConc,2365,60,1252.0,2009,1999,3,8,5,NoRidge,0,1,8,3.0,10
403000,PConc,2794,60,1462.0,2009,1995,4,8,5,NoRidge,0,1,9,3.0,14
327000,PConc,2687,60,1455.0,2009,2000,4,8,5,NoRidge,0,1,10,3.0,9
340000,PConc,2450,60,1284.0,2009,1998,3,8,5,NoRidge,0,1,7,3.0,11
336000,PConc,2612,60,1225.0,2009,1998,4,8,5,NoRidge,0,1,8,3.0,11
265000,PConc,2344,60,1264.0,2009,1996,3,7,5,NoRidge,0,1,7,3.0,13
315000,PConc,2063,20,2024.0,2009,1994,3,8,5,NoRidge,0,1,7,3.0,15
260000,PConc,2646,60,1347.0,2009,1993,4,7,5,NoRidge,0,1,9,3.0,16
260000,PConc,2061,60,1070.0,2009,1995,3,7,5,NoRidge,0,1,7,2.0,14
263550,PConc,2232,60,1173.0,2009,1993,3,8,5,NoRidge,0,1,8,2.0,16
402000,PConc,2448,60,1629.0,2009,1994,4,8,7,NoRidge,0,1,8,3.0,15
248000,PConc,1850,60,973.0,2009,1994,3,7,6,NoRidge,0,1,7,2.0,15
159000,PConc,1218,20,1218.0,2009,2007,3,7,6,SawyerW,0,1,6,2.0,2
152000,PConc,1141,20,1141.0,2009,2006,3,7,5,SawyerW,0,1,6,2.0,3
143500,PConc,1158,20,1158.0,2009,2004,3,6,5,SawyerW,0,1,5,0.0,5
193000,PConc,1812,60,835.0,2009,2004,3,7,5,SawyerW,0,1,8,2.0,5
203000,PConc,1512,20,1512.0,2009,2004,3,8,5,SawyerW,0,1,6,3.0,5
184900,PConc,1200,20,1176.0,2009,2003,2,7,5,SawyerW,0,1,5,2.0,6
159000,PConc,1114,20,1114.0,2009,2004,3,7,5,SawyerW,0,1,6,2.0,5
142000,PConc,1114,20,1114.0,2009,2004,3,5,5,SawyerW,0,1,6,0.0,5
153000,PConc,1114,20,1114.0,2009,2003,3,5,5,SawyerW,0,1,6,2.0,6
224243,PConc,1450,20,1450.0,2009,2008,2,7,5,SawyerW,0,1,6,3.0,1
220000,PConc,2122,60,913.0,2009,1996,4,7,5,SawyerW,0,1,8,2.0,13
257000,PConc,1844,20,1844.0,2009,2005,2,8,5,SawyerW,0,1,7,2.0,4
189000,PConc,1434,20,1454.0,2009,2001,3,7,5,SawyerW,0,1,6,2.0,8
171500,PConc,1730,60,816.0,2009,1992,3,6,6,SawyerW,0,1,6,2.0,17
120000,CBlock,1217,160,626.0,2009,1980,3,6,6,SawyerW,0,1,6,1.0,29
145000,PConc,1332,120,1332.0,2009,1990,2,6,5,SawyerW,0,1,5,2.0,19
184000,PConc,1540,60,754.0,2009,1994,3,7,5,SawyerW,0,1,6,2.0,15
162000,CBlock,1400,60,676.0,2009,1986,3,6,7,SawyerW,0,1,6,2.0,23
160000,Slab,1882,90,0.0,2009,1981,4,6,7,SawyerW,0,2,8,2.0,28
82000,CBlock,841,20,721.0,2009,1950,2,4,4,SawyerW,0,1,4,1.0,59
76000,BrkTil,784,45,784.0,2009,1928,2,6,3,SawyerW,0,1,5,2.0,81
110000,CBlock,980,20,980.0,2009,1962,3,5,5,Sawyer,0,1,5,2.0,47
135000,CBlock,980,20,980.0,2009,1977,3,5,6,Sawyer,0,1,6,2.0,32
141000,CBlock,864,20,864.0,2009,1961,3,5,6,Sawyer,0,1,5,2.0,48
122000,CBlock,864,20,864.0,2009,1961,2,5,5,Sawyer,0,1,5,1.0,48
124100,CBlock,1020,20,1024.0,2009,1965,3,5,5,Sawyer,0,1,5,1.0,44
129000,CBlock,912,20,912.0,2009,1963,3,5,8,Sawyer,0,1,6,1.0,46
131400,CBlock,1144,20,864.0,2009,1961,3,5,6,Sawyer,0,1,6,1.0,48
62383,CBlock,864,20,864.0,2009,1965,3,5,5,Sawyer,0,1,5,1.0,44
123000,CBlock,912,20,912.0,2009,1962,3,5,6,Sawyer,0,1,6,1.0,47
235000,PConc,1755,60,975.0,2009,1991,3,7,8,NoRidge,0,1,7,2.0,18
211500,CBlock,1226,120,1226.0,2009,1981,1,8,5,Greens,0,1,4,2.0,28
150000,CBlock,1620,20,1281.0,2009,1976,3,4,4,Sawyer,1,1,8,2.0,33
82500,CBlock,708,30,420.0,2009,1940,2,4,7,BrkSide,0,1,5,0.0,69
110000,CBlock,1203,50,709.0,2009,1950,3,5,4,BrkSide,0,1,5,1.0,59
34900,CBlock,720,30,720.0,2009,1920,2,4,5,IDOTRR,0,1,4,0.0,89
44000,CBlock,797,30,245.0,2009,1900,2,3,3,IDOTRR,0,1,5,0.0,109
223500,CBlock,1576,70,1324.0,2009,1923,3,5,6,BrkSide,0,1,6,2.0,86
149000,BrkTil,1432,30,1022.0,2009,1923,3,6,6,BrkSide,0,1,6,1.0,86
205000,BrkTil,1548,50,952.0,2009,1925,3,7,7,BrkSide,0,1,5,2.0,84
137000,CBlock,1654,70,297.0,2009,1930,3,5,7,BrkSide,0,1,7,1.0,79
121000,BrkTil,952,30,952.0,2009,1916,2,6,6,BrkSide,0,1,4,1.0,93
128000,BrkTil,1324,50,672.0,2009,1936,3,4,6,BrkSide,0,1,6,1.0,73
134900,BrkTil,1176,50,698.0,2009,1937,2,6,9,BrkSide,0,1,4,2.0,72
117000,BrkTil,1348,50,884.0,2009,1925,3,5,8,BrkSide,0,1,5,1.0,84
132500,CBlock,1412,50,780.0,2009,1939,4,6,6,BrkSide,0,1,6,1.0,70
93000,BrkTil,1142,50,468.0,2009,1924,3,5,5,BrkSide,0,1,6,1.0,85
119000,PConc,904,45,884.0,2009,1926,2,6,7,BrkSide,0,1,4,1.0,83
100000,PConc,1301,30,1145.0,2009,1924,2,5,5,BrkSide,1,1,5,2.0,85
141500,BrkTil,1539,50,927.0,2009,1936,3,5,6,BrkSide,0,1,5,2.0,73
133000,BrkTil,1573,50,884.0,2009,1935,3,4,7,BrkSide,0,1,6,1.0,74
60000,BrkTil,800,30,264.0,2009,1936,1,2,3,BrkSide,4,1,4,0.0,73
105000,BrkTil,875,30,715.0,2009,1931,2,5,7,BrkSide,0,1,5,1.0,78
115000,BrkTil,995,30,960.0,2009,1925,2,5,6,BrkSide,0,1,5,1.0,84
150000,BrkTil,1582,50,952.0,2009,1938,3,5,6,BrkSide,0,1,6,1.0,71
126500,BrkTil,1072,30,1072.0,2009,1925,2,5,5,BrkSide,0,1,5,5.0,84
214500,BrkTil,2134,75,844.0,2009,1916,5,6,6,BrkSide,0,1,10,2.0,93
167500,BrkTil,2019,70,728.0,2009,1910,3,7,8,BrkSide,0,1,8,2.0,99
149000,CBlock,1930,70,720.0,2009,1927,4,6,5,IDOTRR,0,1,8,1.0,82
103000,CBlock,1208,30,780.0,2009,1925,2,4,5,IDOTRR,0,1,5,2.0,84
135000,BrkTil,1666,50,1204.0,2009,1927,3,6,6,IDOTRR,0,1,4,1.0,82
70000,PConc,892,85,858.0,2009,1923,1,4,6,IDOTRR,2,1,5,0.0,86
116000,CBlock,1403,190,698.0,2009,1915,3,6,7,IDOTRR,0,1,7,1.0,94
88750,CBlock,704,20,560.0,2009,1946,2,4,9,Sawyer,0,1,4,1.0,63
